"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Gender","Gender Type","Age","Age Bracket Type","Highest Qualification Held","Qualification_type","Value","Value_type","Numerator","Denominator","Upper 95%","Lower 95%"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","81.6","%","1620529","1986894","82.9","80.2"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","71.5","%","382966.5","535523.5","74.6","68.4"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","61.9","%","332119.5","536960.5","65.1","58.6"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","53.4","%","212024","396959","57.3","49.5"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","63.9","%","350429","548603","67","60.7"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","36.8","%","207495","563952","39.8","33.8"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","67.9","%","3111565","4584946","68.9","66.8"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","89.8","%","929276","1035062","91.3","88.2"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","79.4","%","193230","243213.5","83.7","75.2"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","69.4","%","164614","237141.5","74.2","64.6"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","68.6","%","131690","192079","74","63.1"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","78.8","%","241158","306145","82.5","75"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","58.2","%","153343","263613","62.9","53.4"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","79.5","%","1817365","2285172","80.9","78.2"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","74.7","%","813823","1089923","76.7","72.6"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","66.6","%","188471.5","282963","71","62.2"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","54.4","%","145291.5","267184","59","49.7"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","41.8","%","84920","203119","47.2","36.5"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","49.5","%","138430","279541","54.1","44.9"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","25.6","%","80546","315218","29.2","21.9"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","59.5","%","1456656","2448481","61","58"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","82","%","1743099","2124985","83.4","80.7"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","72.5","%","381701.5","526176.5","75.7","69.4"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","61.4","%","309905.5","504325.5","64.8","58.1"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","54.8","%","216610","395198","58.8","50.9"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","64.8","%","379588","585686","67.9","61.7"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","40.4","%","233889","578831","43.5","37.3"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","69.2","%","3274021","4733653","70.2","68.1"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","89.6","%","1021865","1139972","91.2","88.1"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","80.3","%","198516","247341","84.6","75.9"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","71.9","%","184698","256778","76.7","67.2"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","72","%","140353","194933","77.4","66.6"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","80.4","%","259973","323286","84.1","76.8"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","55.7","%","147112","264148","60.6","50.7"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","80.4","%","1958639","2436089","81.8","79"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","74.5","%","881235","1182450","76.6","72.4"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","64.1","%","190913","298012","68.7","59.5"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","55.3","%","162166","293014","60.1","50.6"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","41.9","%","87825","209666","47.3","36.5"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","48.1","%","134949","280487","52.7","43.5"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","26.8","%","79292","295749","30.8","22.9"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","60","%","1538567","2565254","61.5","58.4"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","81.9","%","1903100","2322422","83.3","80.6"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","71.4","%","389429","545353","74.7","68.2"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","63.1","%","346864","549792","66.5","59.7"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","56.4","%","228178","404599","60.4","52.4"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","65.4","%","394922","603773","68.5","62.3"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","40.4","%","226404","559897","43.7","37.2"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","69.9","%","3497206","5001343","71","68.9"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","89.6","%","1012905","1130823","91.1","88"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","81.1","%","214596.5","264485","85.3","77"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","67.4","%","182155.5","270365","72.3","62.4"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","72.2","%","128219","177704","77.8","66.5"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","81.9","%","265891","324543","85.5","78.4"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","59.3","%","154741","260746","64.3","54.4"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","80.6","%","1962087","2435367","81.9","79.2"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","74.5","%","907877","1218593","76.6","72.4"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","67","%","200748","299844","71.5","62.4"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","56.9","%","155061","272721","61.7","52"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","46.2","%","94621","204922","51.7","40.6"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","50.6","%","148481","293487","55.2","46"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","24.2","%","72095","298355","28","20.3"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","61","%","1579835","2591728","62.5","59.4"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","81.8","%","1920782","2349416","83.1","80.4"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","73.6","%","415344.5","564329","76.8","70.4"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","62.1","%","337216.5","543086","65.6","58.6"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","58.2","%","222840","382626","62.4","54.1"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","67","%","414372","618030","70.1","64"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","40.6","%","226836","559101","43.9","37.3"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","70.5","%","3541922","5027095","71.5","69.4"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","89.8","%","1051061","1170405","91.4","88.2"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","81.6","%","217966","267067.5","85.9","77.3"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","70.8","%","190984","269834.5","75.6","66"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","72.3","%","127185","175797","78.2","66.5"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","82.7","%","282863","341852","86.2","79.3"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","61.8","%","178678","289019","66.5","57.1"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","81.5","%","2057797","2524215","82.9","80.2"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","76.3","%","948236","1242566","78.3","74.3"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","62.8","%","180585.5","287468.5","67.6","58"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","53.3","%","155507.5","291826.5","58.1","48.5"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","47.2","%","96126","203531","53","41.4"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","49.3","%","150970","306067","53.9","44.7"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","26.9","%","81144","301614","30.9","22.9"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","61.2","%","1614089","2638336","62.8","59.6"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","82.9","%","1999297","2412971","84.2","81.5"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","71.9","%","398551.5","554536","75.2","68.5"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","61.7","%","346491.5","561661","65.2","58.2"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","58.9","%","223311","379328","63.1","54.6"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","67","%","433833","647919","70","63.9"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","44","%","259822","590633","47.3","40.7"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","71.1","%","3671886","5162551","72.2","70.1"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","90.3","%","1093200","1211049","91.8","88.7"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","82.4","%","220593.5","267554.5","86.7","78.2"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","71.5","%","191126.5","267125.5","76.5","66.6"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","71.5","%","134219","187590","77.4","65.7"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","82.7","%","273459","330468","86.3","79.2"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","62","%","186937","301747","66.7","57.2"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals in employment","All Other Ethnic Groups Combined","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","81.8","%","2102538","2571303","83.1","80.4"
