"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Gender","Gender Type","Age","Age Bracket Type","Highest Qualification Held","Qualification_type","Value","Value_type","Numerator","Denominator","Upper 95%","Lower 95%"
"% of individuals in employment","Asian","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","72.1","%","187066.5","259564","76.4","67.7"
"% of individuals in employment","Asian","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","60.6","%","160030.5","264279","65.1","56"
"% of individuals in employment","Asian","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","52.8","%","103183","195460","58.2","47.4"
"% of individuals in employment","Asian","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","61.9","%","176938","285776","66.3","57.6"
"% of individuals in employment","Asian","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","37.5","%","122304","325960","41.5","33.6"
"% of individuals in employment","Asian","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals in employment","Asian","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","67.8","%","1617092","2386313","69.2","66.3"
"% of individuals in employment","Asian","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","91.8","%","520572","566849","93.7","90"
"% of individuals in employment","Asian","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","79.9","%","94391","118168","85.8","74"
"% of individuals in employment","Asian","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","72","%","85766","119088","78.5","65.6"
"% of individuals in employment","Asian","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","72.3","%","74624","103193","79.4","65.2"
"% of individuals in employment","Asian","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","82.4","%","140818","170951","87","77.7"
"% of individuals in employment","Asian","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","62.5","%","90973","145561","68.5","56.4"
"% of individuals in employment","Asian","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals in employment","Asian","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","82.2","%","1009642","1228063","84","80.5"
"% of individuals in employment","Asian","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","71.4","%","369093","517294","74.4","68.3"
"% of individuals in employment","Asian","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","62.5","%","77860.5","124485.5","69.1","56"
"% of individuals in employment","Asian","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","45.4","%","53896.5","118732.5","52.2","38.6"
"% of individuals in employment","Asian","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","35.4","%","34320","97044","42.7","28.1"
"% of individuals in employment","Asian","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","44.8","%","64302","143497","51","38.6"
"% of individuals in employment","Asian","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","20.4","%","38796","189856","24.7","16.2"
"% of individuals in employment","Asian","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals in employment","Asian","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","53.6","%","640692","1194979","55.8","51.4"
"% of individuals in employment","Asian","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","82.1","%","889665","1084143","83.9","80.2"
"% of individuals in employment","Asian","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","71","%","172251.5","242653.5","75.5","66.5"
"% of individuals in employment","Asian","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","58.7","%","139662.5","237820.5","63.6","53.9"
"% of individuals in employment","Asian","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","54.4","%","108944","200237","59.9","48.9"
"% of individuals in employment","Asian","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","65.2","%","205120","314448","69.4","61.1"
"% of individuals in employment","Asian","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","38.7","%","129769","335417","42.6","34.8"
"% of individuals in employment","Asian","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals in employment","Asian","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","68.1","%","1650334","2423042","69.6","66.6"
"% of individuals in employment","Asian","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","91.5","%","573242","626712","93.3","89.6"
"% of individuals in employment","Asian","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","77.6","%","89870.5","115867.5","84","71.1"
"% of individuals in employment","Asian","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","76.1","%","91652.5","120505.5","82.4","69.7"
"% of individuals in employment","Asian","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","78.4","%","81665","104104","85","71.9"
"% of individuals in employment","Asian","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","82.4","%","150092","182190","87","77.7"
"% of individuals in employment","Asian","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","60.6","%","90821","149835","66.9","54.3"
"% of individuals in employment","Asian","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals in employment","Asian","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","82.8","%","1081547","1305635","84.6","81.1"
"% of individuals in employment","Asian","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","71.8","%","398398","554926","74.8","68.7"
"% of individuals in employment","Asian","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","59.1","%","79922","135139","65.9","52.4"
"% of individuals in employment","Asian","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","52.2","%","65779","125918","59.2","45.3"
"% of individuals in employment","Asian","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","36.3","%","37184","102572","43.6","28.9"
"% of individuals in employment","Asian","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","41.8","%","65777","157269","47.8","35.8"
"% of individuals in employment","Asian","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","20","%","35490","177178","24.5","15.5"
"% of individuals in employment","Asian","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals in employment","Asian","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","54.4","%","683590","1256768","56.6","52.2"
"% of individuals in employment","Asian","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","82.2","%","971640","1181638","84.1","80.4"
"% of individuals in employment","Asian","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","67.6","%","169792.5","251006.5","72.5","62.8"
"% of individuals in employment","Asian","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","63.9","%","157431.5","246423.5","68.8","59"
"% of individuals in employment","Asian","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","57.5","%","118849","206676","63","52"
"% of individuals in employment","Asian","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","63.6","%","215869","339459","67.7","59.4"
"% of individuals in employment","Asian","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","38.6","%","126311","327013","42.8","34.5"
"% of individuals in employment","Asian","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals in employment","Asian","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","68.9","%","1765137","2562403","70.4","67.4"
"% of individuals in employment","Asian","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","91.3","%","554796","607683","93.2","89.4"
"% of individuals in employment","Asian","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","80.2","%","103158.5","128699","86.2","74.1"
"% of individuals in employment","Asian","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","70.7","%","98668.5","139515","77.4","64"
"% of individuals in employment","Asian","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","74.1","%","65706","88721","81.7","66.4"
"% of individuals in employment","Asian","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","83.4","%","140175","168072","88.1","78.7"
"% of individuals in employment","Asian","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","63.4","%","96423","152061","69.7","57.1"
"% of individuals in employment","Asian","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals in employment","Asian","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","82.3","%","1061372","1289778","84.1","80.5"
"% of individuals in employment","Asian","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","72.5","%","422229","582203","75.5","69.5"
"% of individuals in employment","Asian","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","62.9","%","86747","137919","69.5","56.3"
"% of individuals in employment","Asian","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","49","%","62300","127192","56","42"
"% of individuals in employment","Asian","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","39.5","%","41756","105612","47.1","31.9"
"% of individuals in employment","Asian","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","49.1","%","75516","153708","55.4","42.9"
"% of individuals in employment","Asian","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","18.5","%","32233","174377","23","14"
"% of individuals in employment","Asian","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals in employment","Asian","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","56.2","%","721299","1283213","58.4","54"
"% of individuals in employment","Asian","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","82.1","%","977025","1189886","83.9","80.3"
"% of individuals in employment","Asian","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","71.2","%","189905.5","266618","75.8","66.6"
"% of individuals in employment","Asian","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","60.4","%","160968.5","266707","65.3","55.4"
"% of individuals in employment","Asian","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","55.3","%","107462","194333","61.1","49.5"
"% of individuals in employment","Asian","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","67","%","215691","321780","71.2","62.9"
"% of individuals in employment","Asian","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","39.4","%","128656","326438","43.6","35.2"
"% of individuals in employment","Asian","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals in employment","Asian","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","69.3","%","1782671","2572991","70.8","67.8"
"% of individuals in employment","Asian","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","92.2","%","588149","638056","94","90.3"
"% of individuals in employment","Asian","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","86.9","%","106392","122400","92.3","81.5"
"% of individuals in employment","Asian","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","72","%","87651","121752","78.8","65.1"
"% of individuals in employment","Asian","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","75.6","%","70573","93309","83.2","68"
"% of individuals in employment","Asian","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","84.5","%","142191","168358","89.1","79.8"
"% of individuals in employment","Asian","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","65.2","%","105467","161876","71.2","59.1"
"% of individuals in employment","Asian","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals in employment","Asian","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","84.3","%","1105905","1311754","86","82.6"
"% of individuals in employment","Asian","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","74.8","%","449428","601232","77.7","71.8"
"% of individuals in employment","Asian","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","60.5","%","81635","134942","67.4","53.6"
"% of individuals in employment","Asian","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","49.2","%","65236","132653","56.2","42.2"
"% of individuals in employment","Asian","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","40.8","%","41261","101025","48.7","32.9"
"% of individuals in employment","Asian","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","44.8","%","71094","158645","51.1","38.6"
"% of individuals in employment","Asian","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","18.8","%","30992","164453","23.5","14.2"
"% of individuals in employment","Asian","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals in employment","Asian","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","57.1","%","740143","1295722","59.3","54.9"
"% of individuals in employment","Asian","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","83.7","%","1037577","1239288","85.5","81.9"
"% of individuals in employment","Asian","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","73.1","%","188027","257342","77.7","68.4"
"% of individuals in employment","Asian","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","60.1","%","152887","254405","65.1","55"
"% of individuals in employment","Asian","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","57.5","%","111834","194334","63.4","51.7"
"% of individuals in employment","Asian","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","65.2","%","213285","327003","69.5","61"
"% of individuals in employment","Asian","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","41.8","%","136459","326329","46.1","37.5"
"% of individuals in employment","Asian","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals in employment","Asian","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","70.8","%","1846048","2607476","72.3","69.3"
"% of individuals in employment","Asian","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","91.9","%","608630","662347","93.8","90"
"% of individuals in employment","Asian","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","84.4","%","106247.5","125938.5","90.1","78.6"
"% of individuals in employment","Asian","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","73.3","%","92985.5","126825.5","80.1","66.5"
"% of individuals in employment","Asian","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","75.2","%","70883","94262","82.9","67.5"
"% of individuals in employment","Asian","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","82.3","%","139150","169132","87.1","77.4"
"% of individuals in employment","Asian","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","67.2","%","114464","170398","73.2","61.1"
"% of individuals in employment","Asian","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals in employment","Asian","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","83.8","%","1133660","1352390","85.6","82.1"
"% of individuals in employment","Asian","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","74","%","464101","626905","77","71.1"
"% of individuals in employment","Asian","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","58.7","%","82343.5","140210.5","65.8","51.7"
"% of individuals in employment","Asian","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","51.9","%","74280.5","143093.5","58.8","45"
"% of individuals in employment","Asian","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","43.3","%","38963","90027","51.6","35"
"% of individuals in employment","Asian","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","48.6","%","84606","174104","54.8","42.4"
"% of individuals in employment","Asian","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","21.8","%","37992","174352","26.8","16.8"
"% of individuals in employment","Asian","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals in employment","Asian","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","58","%","783235","1350669","60.2","55.8"
"% of individuals in employment","Asian","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","83.2","%","1072731","1289252","85","81.4"
"% of individuals in employment","Asian","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","70.9","%","188591","266149","75.7","66"
"% of individuals in employment","Asian","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","62","%","167266","269919","67","57"
"% of individuals in employment","Asian","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","59.6","%","109846","184289","65.6","53.6"
"% of individuals in employment","Asian","ONS 5+1","2019","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","65.2","%","223756","343236","69.4","61"
