"Measure_Type","Employment_type","Ethnicity","Ethnicity_Type","Time","Time_Type","Region","Sex","Value","Value_type","confidence_interval","Numerator","Denominator","Samp_size"
"Permanent and temporary employment","Temporary","White British","Detailed","2012","Year","East of England","Women","6.4","%","1.3","62900","985300","3207"
"Permanent and temporary employment","Permanent","White British","Detailed","2012","Year","East of England","Women","93.6","%","1.3","922000","985300","3207"
"Permanent and temporary employment","Temporary","White British","Detailed","2012","Year","London","All","5.5","%","1","85900","1562600","4834"
"Permanent and temporary employment","Permanent","White British","Detailed","2012","Year","London","All","94.4","%","1","1475400","1562600","4834"
"Permanent and temporary employment","Temporary","White British","Detailed","2012","Year","London","Men","4.3","%","1.3","35600","822400","2372"
"Permanent and temporary employment","Permanent","White British","Detailed","2012","Year","London","Men","95.6","%","1.3","785900","822400","2372"
"Permanent and temporary employment","Temporary","White British","Detailed","2012","Year","London","Women","6.8","%","1.6","50300","740200","2462"
"Permanent and temporary employment","Permanent","White British","Detailed","2012","Year","London","Women","93.2","%","1.6","689500","740200","2462"
"Permanent and temporary employment","Temporary","White British","Detailed","2012","Year","North East","All","7.2","%","1","66200","923500","6866"
"Permanent and temporary employment","Permanent","White British","Detailed","2012","Year","North East","All","92.8","%","1","857300","923500","6866"
"Permanent and temporary employment","Temporary","White British","Detailed","2012","Year","North East","Men","7.6","%","1.4","34600","457100","3205"
"Permanent and temporary employment","Permanent","White British","Detailed","2012","Year","North East","Men","92.4","%","1.4","422400","457100","3205"
"Permanent and temporary employment","Temporary","White British","Detailed","2012","Year","North East","Women","6.8","%","1.3","31600","466400","3661"
"Permanent and temporary employment","Permanent","White British","Detailed","2012","Year","North East","Women","93.2","%","1.3","434900","466400","3661"
"Permanent and temporary employment","Temporary","White British","Detailed","2012","Year","North West","All","5.2","%","0.6","126800","2426500","12406"
"Permanent and temporary employment","Permanent","White British","Detailed","2012","Year","North West","All","94.8","%","0.6","2299400","2426500","12406"
"Permanent and temporary employment","Temporary","White British","Detailed","2012","Year","North West","Men","4.6","%","0.9","54300","1184100","5717"
"Permanent and temporary employment","Permanent","White British","Detailed","2012","Year","North West","Men","95.4","%","0.9","1129900","1184100","5717"
"Permanent and temporary employment","Temporary","White British","Detailed","2012","Year","North West","Women","5.8","%","0.9","72500","1242300","6689"
"Permanent and temporary employment","Permanent","White British","Detailed","2012","Year","North West","Women","94.1","%","0.9","1169600","1242300","6689"
"Permanent and temporary employment","Temporary","White British","Detailed","2012","Year","Scotland","All","5.6","%","0.6","108500","1943700","14850"
"Permanent and temporary employment","Permanent","White British","Detailed","2012","Year","Scotland","All","94.4","%","0.6","1833900","1943700","14850"
"Permanent and temporary employment","Temporary","White British","Detailed","2012","Year","Scotland","Men","5.1","%","0.8","49300","957500","7036"
"Permanent and temporary employment","Permanent","White British","Detailed","2012","Year","Scotland","Men","94.8","%","0.8","907800","957500","7036"
"Permanent and temporary employment","Temporary","White British","Detailed","2012","Year","Scotland","Women","6","%","0.8","59200","986100","7814"
"Permanent and temporary employment","Permanent","White British","Detailed","2012","Year","Scotland","Women","93.9","%","0.8","926100","986100","7814"
"Permanent and temporary employment","Temporary","White British","Detailed","2012","Year","South East","All","5.7","%","0.7","168300","2962200","11881"
"Permanent and temporary employment","Permanent","White British","Detailed","2012","Year","South East","All","94.3","%","0.7","2792800","2962200","11881"
"Permanent and temporary employment","Temporary","White British","Detailed","2012","Year","South East","Men","4.9","%","0.9","75100","1524700","5926"
"Permanent and temporary employment","Permanent","White British","Detailed","2012","Year","South East","Men","95","%","0.9","1449200","1524700","5926"
"Permanent and temporary employment","Temporary","White British","Detailed","2012","Year","South East","Women","6.5","%","1","93200","1437500","5955"
"Permanent and temporary employment","Permanent","White British","Detailed","2012","Year","South East","Women","93.5","%","1","1343600","1437500","5955"
"Permanent and temporary employment","Temporary","White British","Detailed","2012","Year","South West","All","5.9","%","0.8","109800","1857300","8252"
"Permanent and temporary employment","Permanent","White British","Detailed","2012","Year","South West","All","94.1","%","0.8","1747000","1857300","8252"
"Permanent and temporary employment","Temporary","White British","Detailed","2012","Year","South West","Men","5.2","%","1.1","48400","937500","3972"
"Permanent and temporary employment","Permanent","White British","Detailed","2012","Year","South West","Men","94.8","%","1.1","888600","937500","3972"
"Permanent and temporary employment","Temporary","White British","Detailed","2012","Year","South West","Women","6.7","%","1.2","61400","919800","4280"
"Permanent and temporary employment","Permanent","White British","Detailed","2012","Year","South West","Women","93.3","%","1.2","858500","919800","4280"
"Permanent and temporary employment","Temporary","White British","Detailed","2012","Year","Wales","All","6.4","%","0.7","66900","1048100","11522"
"Permanent and temporary employment","Permanent","White British","Detailed","2012","Year","Wales","All","93.5","%","0.7","980400","1048100","11522"
"Permanent and temporary employment","Temporary","White British","Detailed","2012","Year","Wales","Men","6","%","1","31100","517900","5396"
"Permanent and temporary employment","Permanent","White British","Detailed","2012","Year","Wales","Men","93.9","%","1","486400","517900","5396"
"Permanent and temporary employment","Temporary","White British","Detailed","2012","Year","Wales","Women","6.8","%","1","35800","530300","6126"
"Permanent and temporary employment","Permanent","White British","Detailed","2012","Year","Wales","Women","93.2","%","1","494000","530300","6126"
"Permanent and temporary employment","Temporary","White British","Detailed","2012","Year","West Midlands","All","4.9","%","0.8","85300","1725100","7359"
"Permanent and temporary employment","Permanent","White British","Detailed","2012","Year","West Midlands","All","95","%","0.8","1638200","1725100","7359"
"Permanent and temporary employment","Temporary","White British","Detailed","2012","Year","West Midlands","Men","4.6","%","1.1","40400","877600","3593"
"Permanent and temporary employment","Permanent","White British","Detailed","2012","Year","West Midlands","Men","95.3","%","1.1","836500","877600","3593"
"Permanent and temporary employment","Temporary","White British","Detailed","2012","Year","West Midlands","Women","5.3","%","1.1","44900","847500","3766"
"Permanent and temporary employment","Permanent","White British","Detailed","2012","Year","West Midlands","Women","94.6","%","1.1","801700","847500","3766"
"Permanent and temporary employment","Temporary","White British","Detailed","2012","Year","Yorkshire and The Humber","All","5.6","%","0.8","101900","1806300","8646"
"Permanent and temporary employment","Permanent","White British","Detailed","2012","Year","Yorkshire and The Humber","All","94.3","%","0.8","1703300","1806300","8646"
"Permanent and temporary employment","Temporary","White British","Detailed","2012","Year","Yorkshire and The Humber","Men","5.7","%","1.1","52200","910400","4165"
"Permanent and temporary employment","Permanent","White British","Detailed","2012","Year","Yorkshire and The Humber","Men","94.1","%","1.1","857000","910400","4165"
"Permanent and temporary employment","Temporary","White British","Detailed","2012","Year","Yorkshire and The Humber","Women","5.5","%","1.1","49700","896000","4481"
"Permanent and temporary employment","Permanent","White British","Detailed","2012","Year","Yorkshire and The Humber","Women","94.5","%","1.1","846300","896000","4481"
"Permanent and temporary employment","Temporary","White Other","Detailed","2012","Year","All","All","8.6","%","1.1","123700","1434800","5741"
"Permanent and temporary employment","Permanent","White Other","Detailed","2012","Year","All","All","91.2","%","1.2","1308100","1434800","5741"
"Permanent and temporary employment","Temporary","White Other","Detailed","2012","Year","All","Men","8.3","%","1.6","59200","710700","2691"
"Permanent and temporary employment","Permanent","White Other","Detailed","2012","Year","All","Men","91.6","%","1.7","650700","710700","2691"
"Permanent and temporary employment","Temporary","White Other","Detailed","2012","Year","All","Women","8.9","%","1.6","64500","724100","3050"
"Permanent and temporary employment","Permanent","White Other","Detailed","2012","Year","All","Women","90.8","%","1.6","657300","724100","3050"
"Permanent and temporary employment","Temporary","White Other","Detailed","2012","Year","East Midlands","All","13.8","%","6.4","11600","83700","278"
"Permanent and temporary employment","Permanent","White Other","Detailed","2012","Year","East Midlands","All","86","%","6.4","72000","83700","278"
"Permanent and temporary employment","Temporary","White Other","Detailed","2012","Year","East Midlands","Men","18.9","%","10.6","7800","41100","130"
"Permanent and temporary employment","Permanent","White Other","Detailed","2012","Year","East Midlands","Men","80.7","%","10.7","33100","41100","130"
"Permanent and temporary employment","Temporary","White Other","Detailed","2012","Year","East Midlands","Women","8.9","%","7.3","3800","42600","148"
"Permanent and temporary employment","Permanent","White Other","Detailed","2012","Year","East Midlands","Women","91.1","%","7.3","38800","42600","148"
"Permanent and temporary employment","Temporary","White Other","Detailed","2012","Year","East of England","All","8.1","%","3.8","12600","155500","496"
"Permanent and temporary employment","Permanent","White Other","Detailed","2012","Year","East of England","All","91.9","%","3.8","142900","155500","496"
"Permanent and temporary employment","Temporary","White Other","Detailed","2012","Year","East of England","Men","8.2","%","5.6","6500","79600","234"
"Permanent and temporary employment","Permanent","White Other","Detailed","2012","Year","East of England","Men","91.8","%","5.6","73100","79600","234"
"Permanent and temporary employment","Temporary","White Other","Detailed","2012","Year","East of England","Women","8","%","5.2","6000","75900","262"
"Permanent and temporary employment","Permanent","White Other","Detailed","2012","Year","East of England","Women","92","%","5.2","69900","75900","262"
"Permanent and temporary employment","Temporary","White Other","Detailed","2012","Year","London","All","7.3","%","2.1","36200","494400","1497"
"Permanent and temporary employment","Permanent","White Other","Detailed","2012","Year","London","All","92.4","%","2.1","456900","494400","1497"
"Permanent and temporary employment","Temporary","White Other","Detailed","2012","Year","London","Men","6.5","%","2.9","15500","239300","685"
"Permanent and temporary employment","Permanent","White Other","Detailed","2012","Year","London","Men","93.4","%","2.9","223600","239300","685"
"Permanent and temporary employment","Temporary","White Other","Detailed","2012","Year","London","Women","8.1","%","3","20700","255100","812"
"Permanent and temporary employment","Permanent","White Other","Detailed","2012","Year","London","Women","91.5","%","3","233300","255100","812"
"Permanent and temporary employment","Temporary","White Other","Detailed","2012","Year","North East","All","16.3","%","11.2","2400","14600","104"
"Permanent and temporary employment","Permanent","White Other","Detailed","2012","Year","North East","All","83.7","%","11.2","12200","14600","104"
"Permanent and temporary employment","Temporary","White Other","Detailed","2012","Year","North East","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","White Other","Detailed","2012","Year","North East","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","White Other","Detailed","2012","Year","North East","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","White Other","Detailed","2012","Year","North East","Women","?","%","?","?","?","?"
