"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Gender","Gender Type","Age","Age Bracket Type","Highest Qualification Held","Qualification_type","Value","Value_type","Numerator","Denominator","Upper 95%","Lower 95%"
"% of individuals inactive","All","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","7.3","%","448840","6153963","7.6","7"
"% of individuals inactive","All","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","10.7","%","365970","3421565","11.2","10.2"
"% of individuals inactive","All","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","14.2","%","447496","3141463","14.8","13.7"
"% of individuals inactive","All","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","14.9","%","317014","2133891","15.6","14.2"
"% of individuals inactive","All","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","14.1","%","196716","1390690","15","13.3"
"% of individuals inactive","All","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","38.8","%","682567","1761061","39.8","37.7"
"% of individuals inactive","All","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","31.6","%","18749","59395","37.2","25.9"
"% of individuals inactive","All","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","13.7","%","2477352","18062028","13.9","13.5"
"% of individuals inactive","All","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","15.6","%","1038673","6660572","16","15.2"
"% of individuals inactive","All","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","18.7","%","525867","2809257","19.4","18.1"
"% of individuals inactive","All","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","26.3","%","890020","3383923","27","25.6"
"% of individuals inactive","All","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","35","%","830640","2374146","35.8","34.1"
"% of individuals inactive","All","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","36.2","%","373041","1030798","37.5","34.9"
"% of individuals inactive","All","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","62.5","%","1232850","1972938","63.4","61.6"
"% of individuals inactive","All","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","42.5","%","24091","56620","48.3","36.8"
"% of individuals inactive","All","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","26.9","%","4915182","18288254","27.2","26.6"
"% of individuals inactive","All","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","11.6","%","1487513","12814535","11.9","11.4"
"% of individuals inactive","All","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","14.3","%","891837","6230822","14.7","13.9"
"% of individuals inactive","All","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","20.5","%","1337516","6525386","20.9","20.1"
"% of individuals inactive","All","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","25.5","%","1147654","4508037","26","24.9"
"% of individuals inactive","All","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","23.5","%","569757","2421488","24.3","22.8"
"% of individuals inactive","All","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","51.3","%","1915417","3733999","52","50.6"
"% of individuals inactive","All","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","36.9","%","42840","116015","41","32.9"
"% of individuals inactive","All","ONS 5+1","2012","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","20.3","%","7392534","36350282","20.5","20.1"
"% of individuals inactive","All","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","7","%","443299","6307110","7.3","6.7"
"% of individuals inactive","All","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","10.8","%","368300.5","3413364","11.3","10.3"
"% of individuals inactive","All","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","13.6","%","426627.5","3131888","14.2","13.1"
"% of individuals inactive","All","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","15.5","%","324874","2102185","16.2","14.7"
"% of individuals inactive","All","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","13","%","181667","1393229","13.8","12.2"
"% of individuals inactive","All","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","38.6","%","670177","1734857","39.7","37.6"
"% of individuals inactive","All","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","35.5","%","17337","48867","41.7","29.2"
"% of individuals inactive","All","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","13.4","%","2432282","18131500","13.6","13.2"
"% of individuals inactive","All","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","15.4","%","1059465","6893990","15.8","15"
"% of individuals inactive","All","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","18.9","%","537740.5","2852472.5","19.5","18.2"
"% of individuals inactive","All","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","26.4","%","890466.5","3377798.5","27","25.7"
"% of individuals inactive","All","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","34.9","%","803554","2301317","35.8","34.1"
"% of individuals inactive","All","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","35.3","%","358097","1014819","36.6","34"
"% of individuals inactive","All","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","61.1","%","1136189","1858807","62.1","60.2"
"% of individuals inactive","All","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","48.1","%","22081","45897","54.7","41.6"
"% of individuals inactive","All","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","26.2","%","4807593","18345101","26.5","25.9"
"% of individuals inactive","All","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","11.4","%","1502764","13201100","11.6","11.1"
"% of individuals inactive","All","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","14.5","%","906041","6265836.5","14.9","14.1"
"% of individuals inactive","All","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","20.2","%","1317094","6509686.5","20.7","19.8"
"% of individuals inactive","All","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","25.6","%","1128428","4403502","26.2","25"
"% of individuals inactive","All","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","22.4","%","539764","2408048","23.2","21.7"
"% of individuals inactive","All","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","50.3","%","1806366","3593664","51","49.6"
"% of individuals inactive","All","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","41.6","%","39418","94764","46.2","37"
"% of individuals inactive","All","ONS 5+1","2013","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","19.8","%","7239875","36476601","20","19.7"
"% of individuals inactive","All","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","7.2","%","467049","6496933","7.5","6.9"
"% of individuals inactive","All","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","10.7","%","364876","3424883.5","11.1","10.2"
"% of individuals inactive","All","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","13.8","%","430641","3111579.5","14.4","13.3"
"% of individuals inactive","All","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","16.2","%","342560","2110397","17","15.5"
"% of individuals inactive","All","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","13.2","%","180916","1371767","14","12.4"
"% of individuals inactive","All","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","39.9","%","641815","1606829","41","38.9"
"% of individuals inactive","All","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","36.4","%","21528","59099","42.3","30.5"
"% of individuals inactive","All","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","13.5","%","2449385","18181488","13.7","13.2"
"% of individuals inactive","All","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","15.3","%","1081785","7076369","15.7","14.9"
"% of individuals inactive","All","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","19.1","%","553283","2898475.5","19.7","18.4"
"% of individuals inactive","All","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","26.6","%","887140","3332043.5","27.3","26"
"% of individuals inactive","All","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","34.4","%","774014","2251993","35.2","33.5"
"% of individuals inactive","All","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","33.2","%","335136","1010646","34.4","31.9"
"% of individuals inactive","All","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","61.3","%","1077030","1758182","62.2","60.3"
"% of individuals inactive","All","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","53.3","%","27876","52309","59.6","46.9"
"% of individuals inactive","All","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","25.8","%","4736264","18380018","26.1","25.5"
"% of individuals inactive","All","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","11.4","%","1548834","13573302","11.7","11.2"
"% of individuals inactive","All","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","14.5","%","918159","6323359","14.9","14.1"
"% of individuals inactive","All","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","20.5","%","1317781","6443623","20.9","20"
"% of individuals inactive","All","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","25.6","%","1116574","4362390","26.2","25"
"% of individuals inactive","All","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","21.7","%","516052","2382413","22.4","20.9"
"% of individuals inactive","All","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","51.1","%","1718845","3365011","51.8","50.3"
"% of individuals inactive","All","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","44.3","%","49404","111408","48.7","40"
"% of individuals inactive","All","ONS 5+1","2014","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","19.7","%","7185649","36561506","19.8","19.5"
"% of individuals inactive","All","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","7.3","%","486169","6703097","7.6","6.9"
"% of individuals inactive","All","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","10.6","%","358718","3394441","11.1","10.1"
"% of individuals inactive","All","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","14.3","%","435078","3052475","14.8","13.7"
"% of individuals inactive","All","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","15.2","%","310418","2035654","16","14.5"
"% of individuals inactive","All","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","13.1","%","188227","1434350","14","12.3"
"% of individuals inactive","All","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","39.5","%","634735","1605593","40.6","38.4"
"% of individuals inactive","All","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","32.5","%","22197","68318","38","27"
"% of individuals inactive","All","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","13.3","%","2435542","18293928","13.5","13.1"
"% of individuals inactive","All","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","14.8","%","1089199","7379691","15.1","14.4"
"% of individuals inactive","All","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","19.3","%","554154.5","2870464.5","20","18.6"
"% of individuals inactive","All","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","26.3","%","852412.5","3242538.5","27","25.6"
"% of individuals inactive","All","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","34.6","%","760089","2195733","35.5","33.7"
"% of individuals inactive","All","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","33.3","%","356417","1069090","34.6","32.1"
"% of individuals inactive","All","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","60.8","%","1033296","1698943","61.8","59.8"
"% of individuals inactive","All","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","48.1","%","24658","51228","54.5","41.7"
"% of individuals inactive","All","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","25.2","%","4670226","18507688","25.5","24.9"
"% of individuals inactive","All","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","11.2","%","1575368","14082788","11.4","10.9"
"% of individuals inactive","All","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","14.6","%","912872.5","6264905.5","15","14.2"
"% of individuals inactive","All","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","20.5","%","1287490.5","6295013.5","20.9","20"
"% of individuals inactive","All","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","25.3","%","1070507","4231387","25.9","24.7"
"% of individuals inactive","All","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","21.8","%","544644","2503440","22.5","21"
"% of individuals inactive","All","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","50.5","%","1668031","3304536","51.2","49.7"
"% of individuals inactive","All","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","39.2","%","46855","119546","43.4","35"
"% of individuals inactive","All","ONS 5+1","2015","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","19.3","%","7105768","36801616","19.5","19.1"
"% of individuals inactive","All","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","7.3","%","511991","7007667","7.6","7"
"% of individuals inactive","All","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","11.1","%","375202.5","3376287","11.6","10.6"
"% of individuals inactive","All","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","14.8","%","440343.5","2981335","15.4","14.1"
"% of individuals inactive","All","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","16.1","%","324765","2014186","16.9","15.3"
"% of individuals inactive","All","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","13.1","%","192671","1472768","13.9","12.2"
"% of individuals inactive","All","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","40.2","%","618888","1538568","41.4","39.1"
"% of individuals inactive","All","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","34.7","%","21403","61692","40.8","28.6"
"% of individuals inactive","All","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","13.5","%","2485264","18452503","13.7","13.2"
"% of individuals inactive","All","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","15","%","1144038","7620156","15.4","14.6"
"% of individuals inactive","All","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","19.4","%","564636","2905559.5","20.1","18.7"
"% of individuals inactive","All","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","27.3","%","885533","3241561.5","28","26.6"
"% of individuals inactive","All","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","35.2","%","744623","2115587","36.2","34.2"
"% of individuals inactive","All","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","32","%","346374","1083807","33.3","30.6"
"% of individuals inactive","All","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","60.9","%","951847","1562531","62","59.8"
"% of individuals inactive","All","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","50.4","%","21938","43552","57.7","43.1"
"% of individuals inactive","All","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","25.1","%","4658989","18572754","25.4","24.8"
"% of individuals inactive","All","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","11.3","%","1656029","14627823","11.6","11.1"
"% of individuals inactive","All","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","15","%","939838.5","6281846.5","15.4","14.5"
"% of individuals inactive","All","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","21.3","%","1325876.5","6222896.5","21.8","20.8"
"% of individuals inactive","All","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","25.9","%","1069388","4129773","26.5","25.2"
"% of individuals inactive","All","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","21.1","%","539045","2556575","21.9","20.3"
"% of individuals inactive","All","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","50.7","%","1570735","3101099","51.5","49.8"
"% of individuals inactive","All","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","41.2","%","43341","105244","45.9","36.4"
"% of individuals inactive","All","ONS 5+1","2016","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","19.3","%","7144253","37025257","19.5","19.1"
"% of individuals inactive","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","7.6","%","531337","7003163","7.9","7.3"
"% of individuals inactive","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","10.5","%","356153","3386137","11","10"
"% of individuals inactive","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","14.7","%","449082","3055182","15.3","14.1"
"% of individuals inactive","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","16","%","317308","1985195","16.8","15.2"
